============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space( 150. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  160  6 .4354409E+08   1506000E+03 -.9142E+05  .2847E+06   .9999994  .0007429  .0007518
T  161  6 .4352929E+08   1506000E+03  .2162E+07  .2133E+06   .9999986  .0016874  .0001685
T  162  6 .4353877E+08   1506000E+03 -.1189E+05 -.2193E+06   .9999995 -.0007310  .0006744
T  163  6 .4350658E+08   1506000E+03  .7320E+06 -.1233E+07   .9999987  .0004194 -.0015443
T  164  6 .4359277E+08   1506000E+03 -.3254E+06  .1671E+06   .9999999 -.0002995  .0003440
T  165  6 .4355489E+08   1506000E+03 -.1919E+06 -.1273E+07   .9999975  .0000234 -.0022490
T  166  6 .4349385E+08   1506000E+03 -.1743E+06  .2321E+06   .9999996 -.0006167 -.0006946
T  167  6 .4356131E+08   1506000E+03  .1053E+07 -.9754E+05   .9999997  .0008229  .0000593
T  168  6 .4354138E+08   1506000E+03  .2147E+06 -.9302E+06   .9999985  .0008903 -.0014682
T  169  6 .4349007E+08   1506000E+03 -.1213E+07  .1308E+06   .9999999 -.0003766 -.0001375
T  170  6 .4358067E+08   1506000E+03  .1896E+07 -.5818E+07   .9999740  .0020988 -.0069015
T  171  6 .4361282E+08   1506000E+03  .4237E+06 -.1865E+06   .9999992 -.0010484  .0007439
T  172  6 .4355540E+08   1506000E+03  .1052E+07  .4283E+06   .9999987  .0015852  .0003505
T  173  6 .4356156E+08   1506000E+03 -.4958E+07 -.9785E+06   .9999812 -.0060310 -.0011447
T  174  6 .4359375E+08   1506000E+03 -.1122E+06  .1091E+07   .9999994 -.0005480  .0009145
T  175  6 .4362825E+08   1506000E+03 -.5073E+06 -.5187E+06   .9999994 -.0008686 -.0006672
T  176  6 .4350664E+08   1506000E+03 -.4162E+06 -.2993E+06   .9999976 -.0013386 -.0017248
T  177  6 .4361139E+08   1506000E+03  .1472E+06 -.1014E+07   .9999990  .0000579 -.0014395
T  178  6 .4364542E+08   1506000E+03 -.1760E+07 -.9989E+06   .9999921 -.0031716 -.0023949
T  179  6 .4358916E+08   1506000E+03 -.5537E+06 -.1518E+07   .9999973 -.0008813 -.0021280
T  180  6 .4350678E+08   1506000E+03  .9057E+06 -.1909E+06   .9999992  .0012322 -.0000466
T  181  6 .4357251E+08   1506000E+03  .1861E+07 -.4601E+05   .9999964  .0026509 -.0005160
T  182  6 .4356787E+08   1506000E+03 -.2235E+06  .1064E+06   .9999999 -.0001236 -.0004959
T  183  6 .4354911E+08   1506000E+03  .8082E+06  .3636E+07   .9999920  .0003716  .0039905
T  184  6 .4347329E+08   1506000E+03  .2957E+06  .4709E+06   .9999998  .0005982  .0001330
T  185  6 .4351809E+08   1506000E+03  .6592E+06 -.1294E+06   .9999990  .0013005 -.0004914
