============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space+Tr. ROW 0+Tr.( 190. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   93  6 .4316048E+08   1906000E+03 -.1207E+08 -.3026E+08   .9996178 -.0105593 -.0255471
T   94  6 .4315525E+08   1906000E+03 -.2247E+06 -.9683E+06   .9999996  .0003316 -.0007967
T   95  6 .4316889E+08   1906000E+03 -.1418E+07 -.7547E+06   .9999948 -.0024038 -.0021646
T   96  6 .4315168E+08   1906000E+03  .4210E+06 -.1563E+07   .9999983 -.0009616 -.0015837
T   97  6 .4312709E+08   1906000E+03  .1361E+07  .2069E+07   .9999902  .0037766  .0023139
T   98  6 .4314733E+08   1906000E+03  .8315E+06  .1535E+07   .9999990  .0008877  .0011200
T   99  6 .4314805E+08   1906000E+03 -.4548E+06  .1029E+07   .9999992  .0000106  .0012829
T  100  6 .4312831E+08   1906000E+03 -.4301E+05 -.9942E+06   .9999976 -.0004721  .0021384
T  101  6 .4320566E+08   1906000E+03  .1283E+07  .5006E+06   .9999997  .0005207 -.0005621
T  102  6 .4314966E+08   1906000E+03 -.7989E+06 -.5551E+06   .9999998 -.0004149 -.0003925
T  103  6 .4315588E+08   1906000E+03 -.5256E+06  .2350E+07   .9999689  .0017983  .0076763
T  104  6 .4317204E+08   1906000E+03 -.5050E+06  .3841E+06   .9999990  .0001346  .0014043
T  105  6 .4312871E+08   1906000E+03  .1125E+07  .7034E+06   .9999985  .0011284  .0013148
T  106  6 .4311126E+08   1906000E+03 -.1587E+07 -.2343E+06   .9999995 -.0006649 -.0006987
T  107  6 .4316181E+08   1906000E+03  .1122E+07  .1419E+07   .9999994 -.0004325  .0010492
T  108  6 .4315217E+08   1906000E+03  .6078E+06 -.8437E+06   .9999986  .0013453 -.0009628
T  109  6 .4313636E+08   1906000E+03  .1090E+07 -.5108E+06   .9999999 -.0004796 -.0001641
T  110  6 .4309004E+08   1906000E+03  .1330E+07  .2811E+07   .9999996 -.0000120  .0008549
T  111  6 .4311034E+08   1906000E+03 -.7899E+06  .7115E+06   .9999988 -.0013892  .0006735
T  112  6 .4323222E+08   1906000E+03 -.1214E+05  .1959E+05   .9999993  .0002342 -.0011773
T  113  6 .4320559E+08   1906000E+03 -.9085E+06  .2332E+07   .9999967 -.0021936  .0013376
T  114  6 .4313181E+08   1906000E+03  .2310E+07  .2382E+07   .9999762  .0052328  .0044965
T  115  6 .4312907E+08   1906000E+03  .6179E+06  .1704E+06   .9999979  .0010979  .0017074
T  116  6 .4314656E+08   1906000E+03  .8436E+06  .5181E+06   .9999996  .0007499  .0003737
T  117  6 .4311922E+08   1906000E+03  .1454E+07 -.2150E+07   .9999969  .0008162 -.0023382
T  118  6 .4308621E+08   1906000E+03 -.1987E+07 -.5496E+06   .9999979 -.0019838 -.0004410
T  119  6 .4312823E+08   1906000E+03  .2477E+05  .1175E+06   .9999999 -.0003828  .0002579
T  120  6 .4312549E+08   1906000E+03  .6726E+06 -.1289E+07   .9999989  .0000814 -.0014718
T  121  6 .4317054E+08   1906000E+03 -.8260E+06 -.6047E+06   .9999999 -.0001914 -.0000975
T  122  6 .4321683E+08   1906000E+03  .1044E+07  .3743E+06   .9999982  .0018788 -.0000627
T  123  6 .4309048E+08   1906000E+03 -.2455E+06 -.1482E+06   .9999992  .0004114 -.0012145
T  124  6 .4312520E+08   1906000E+03  .4851E+06 -.5429E+06   .9999995 -.0003787 -.0009371
T  125  6 .4315872E+08   1906000E+03 -.9001E+06  .1178E+06   .9999996 -.0002362 -.0008501
T  126  6 .4309116E+08   1906000E+03 -.1650E+07 -.1419E+07   .9999975 -.0018037 -.0013492
T  127  6 .4313480E+08   1906000E+03  .8061E+06  .3778E+06   .9999999 -.0000125  .0002462
T  128  6 .4314110E+08   1906000E+03 -.3937E+06 -.4478E+06   .9999998  .0003576  .0004238
T  129  6 .4315955E+08   1906000E+03 -.2174E+07 -.3689E+07   .9999945 -.0020932 -.0025757
T  130  6 .4322983E+08   1906000E+03 -.2172E+05 -.9992E+06   .9999988  .0003150 -.0014899
T  131  6 .4312278E+08   1906000E+03  .4907E+06 -.2376E+06   .9999979  .0019866  .0005044
T  132  6 .4310143E+08   1906000E+03  .4197E+06 -.6149E+06   .9999982  .0005720 -.0017864
