============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Li(24 MeV) ==> Au absorber+Ni4Si3 windo( 145. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  122  3 .2294143E+08   1456018E+03 -.1109E+08  .1001E+08   .9999420 -.0078068  .0074219
T  123  3 .2296748E+08   1456018E+03 -.7730E+07 -.1984E+08   .9998728 -.0060832 -.0147436
T  124  3 .2293972E+08   1456018E+03 -.2159E+08 -.3250E+08   .9996380 -.0149496 -.0223674
T  125  3 .2302446E+08   1456018E+03  .2180E+08 -.3873E+07   .9998777  .0154285 -.0025585
T  126  3 .2302978E+08   1456018E+03 -.4371E+07 -.1138E+08   .9999656 -.0028773 -.0077805
T  127  3 .2303214E+08   1456018E+03  .3108E+07  .1208E+08   .9999462  .0032246  .0098548
T  128  3 .2294285E+08   1456018E+03  .1475E+08  .7929E+07   .9999507  .0075208  .0064894
T  129  3 .2293194E+08   1456018E+03  .1076E+08 -.2750E+07   .9999699  .0074971 -.0019757
T  130  3 .2296926E+08   1456018E+03  .1261E+08  .2513E+07   .9999639  .0084368  .0010119
T  131  3 .2296953E+08   1456018E+03 -.1582E+08 -.9697E+07   .9999255 -.0107268 -.0058222
T  132  3 .2291601E+08   1456018E+03  .3038E+07  .2849E+07   .9999959  .0024226  .0015103
T  133  3 .2295428E+08   1456018E+03  .1265E+08 -.2101E+05   .9999639  .0084876  .0003622
T  134  3 .2302060E+08   1456018E+03 -.3105E+08  .8465E+07   .9997506 -.0217776  .0049505
T  135  3 .2304041E+08   1456018E+03  .2405E+07 -.1082E+08   .9999797  .0012820 -.0062340
T  136  3 .2295531E+08   1456018E+03 -.5774E+08  .5093E+08   .9986095 -.0392586  .0351825
T  137  3 .2299009E+08   1456018E+03 -.9455E+07  .4596E+07   .9999740 -.0064970  .0031180
T  138  3 .2304807E+08   1456018E+03 -.3519E+07  .1249E+08   .9999641 -.0023233  .0081468
T  139  3 .2305473E+08   1456018E+03  .5064E+07 -.9903E+07   .9999721  .0027006 -.0069587
T  140  3 .2298960E+08   1456018E+03 -.4716E+07  .1043E+08   .9999697 -.0031513  .0071233
T  141  3 .2301601E+08   1456018E+03 -.5086E+07  .2443E+07   .9999943 -.0030840  .0013931
T  142  3 .2301272E+08   1456018E+03  .7881E+07 -.2309E+08   .9998596  .0043588 -.0161801
T  143  3 .2295473E+08   1456018E+03 -.1232E+07  .7932E+06   .9999978 -.0019473  .0008048
